FECHA,MES,RANGO HORARIO,DIA SEMANA,DISTRITO,LUGAR DEL ACCIDENTE,NUM PARTE,NUM VICTIMAS,TIPO ACCIDENTE,TIPO PERSONA,SEXO,LESIVIDAD,Tramo Edad
2018-07-19,JULIO,DE 19:00 A 19:59,JUEVES,TETUAN,CALLE DEL MARQUES DE VIANA NUM 38,2018/7767,1,CAIDA MOTOCICLETA                       ,CONDUCTOR,NO ASIGNADO,NO ASIGNADA,DESCONOCIDA
2018-07-19,JULIO,DE 21:00 A 21:59,JUEVES,MONCLOA-ARAVACA,PASEO DE LA FLORIDA NUM  59,2018/7765,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 15 A 17 
2018-07-20,JULIO,DE 10:00 A 10:59,VIERNES,LATINA,PARQUE DE LAS CRUCES  0,2018/8037,3,ATROPELLO                               ,CONDUCTOR,HOMBRE,HL                                      ,DE 30 A 34 
2018-07-20,JULIO,DE 15:00 A 15:59,VIERNES,MORATALAZ,CALLE DE LA HACIENDA DE PAVONES - CALLE DEL ARROYO FONTARRON 0,2018/7766,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 50 A 54 
2018-07-21,JULIO,DE 13:00 A 13:59,SABADO,BARAJAS,PARQUE DE JUAN CARLOS I NUM 1,2018/7834,1,CAIDA BICICLETA                         ,CONDUCTOR,MUJER,HG                                      ,DE 40 A 44 
2018-07-22,JULIO,DE 15:00 A 15:59,DOMINGO,ARGANZUELA,CALLE DEL PARROCO EUSEBIO CUENCA NUM 58,2018/7900,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 40 A 44 
2018-07-23,JULIO,DE 9:00 A 9:59,LUNES,CARABANCHEL,AVENIDA DEL MANZANARES NUM  156,2018/7878,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 70 A 74 
2018-07-23,JULIO,DE 13:00 A 13:59,LUNES,CENTRO,CALLE DE LA PALMA - CALLE DE SAN ANDRES 0,2018/8612,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 35 A 39 
2018-07-23,JULIO,DE 20:00 A 20:59,LUNES,LATINA,CALLE DE LA HUERTA DE CASTAEDA - PASEO DE LOS OLIVOS  0,2018/7947,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 21 A 24 
2018-07-24,JULIO,DE 11:00 A 11:59,MARTES,SAN BLAS,PASEO DE GINEBRA NUM  13,2018/7972,1,ATROPELLO                               ,CONDUCTOR,HOMBRE,IL                                      ,DE 18 A 20 
2018-07-24,JULIO,DE 16:00 A 16:59,MARTES,CENTRO,CALLE DE ALCALA NUM44,2018/8127,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 25 A 29 
2018-07-24,JULIO,DE 16:00 A 16:59,MARTES,SALAMANCA,CALLE DE FRANCISCO SILVELA - PLAZA DE MANUEL BECERRA0,2018/8008,1,ATROPELLO                               ,CONDUCTOR,HOMBRE,IL                                      ,DE 25 A 29 
2018-07-25,JULIO,DE 15:00 A 15:59,MIERCOLES,CENTRO,CALLE DE CARRETAS - PLAZA DE LA PUERTA DEL SOL0,2018/8126,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,IL                                      ,DE 18 A 20 
2018-07-25,JULIO,DE 18:00 A 18:59,MIERCOLES,RETIRO,PASEO DEL PRADO NUM13,2018/8024,1,COLISION DOBLE                          ,CONDUCTOR,MUJER,HL                                      ,DE 45 A 49 
2018-07-27,JULIO,DE 12:00 A 12:59,VIERNES,RETIRO,PARQUE DEL RETIRO  0,2018/8154,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 40 A 44 
2018-07-27,JULIO,DE 19:00 A 19:59,VIERNES,CHAMARTIN,CALLE DEL PRINCIPE DE VERGARA - PLAZA DE CATALUA0,2018/8241,1,CAIDA MOTOCICLETA                       ,CONDUCTOR,HOMBRE,IL                                      ,DE 25 A 29 
2018-07-28,JULIO,DE 12:00 A 12:59,SABADO,MONCLOA-ARAVACA,CAMINO DE VALDEZA - PLAZA DE LAS MORERAS0,2018/8214,2,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 18 A 20 
2018-07-28,JULIO,DE 12:00 A 12:59,SABADO,MONCLOA-ARAVACA,CAMINO DE VALDEZA - PLAZA DE LAS MORERAS0,2018/8214,2,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 25 A 29 
2018-07-28,JULIO,DE 21:00 A 21:59,SABADO,CENTRO,PLAZA DEL EMPERADOR CARLOS V - RONDA DE ATOCHA0,2018/8276,2,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HG                                      ,DE 45 A 49 
2018-07-28,JULIO,DE 21:00 A 21:59,SABADO,HORTALEZA,CALLE DE PRINCESA DE EBOLI NUM 7,2018/8190,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HG                                      ,DE 40 A 44 
2018-07-29,JULIO,DE 11:00 A 11:59,DOMINGO,MONCLOA-ARAVACA,CAMINO DEL RUISEOR - PASEO DE LOS CAST0,2018/8357,2,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HG                                      ,DE 45 A 49 
2018-07-29,JULIO,DE 11:00 A 11:59,DOMINGO,MONCLOA-ARAVACA,CAMINO DEL RUISEOR - PASEO DE LOS CAST0,2018/8357,2,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 70 A 74 
2018-07-30,JULIO,DE 00:00 A 00:59,LUNES,CHAMBERI,CALLE DE ZURBARAN - PASEO DE LA CASTELLANA 0,2018/8222,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 25 A 29 
2018-07-30,JULIO,DE 8:00 A 8:59,LUNES,RETIRO,PASEO DEL PRADO NUM13,2018/8259,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 30 A 34 
2018-07-30,JULIO,DE 18:00 A 18:59,LUNES,CIUDAD LINEAL,CALLE DE FRANCISCO RIOJA - CALLE DE GREGORIO DONAS  0,2018/8340,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,IL                                      ,DE 18 A 20 
2018-07-30,JULIO,DE 18:00 A 18:59,LUNES,CIUDAD LINEAL,CALLE DE FRANCISCO RIOJA - CALLE DE GREGORIO DONAS  0,2018/8340,1,CAIDA BICICLETA                         ,VIAJERO,MUJER,HL                                      ,DE 18 A 20 
2018-07-30,JULIO,DE 18:00 A 18:59,LUNES,HORTALEZA,AVENIDA DE LOS ANDES - CALLE DE BOJ  0,2018/8291,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 35 A 39 
2018-08-01,AGOSTO,DE 7:00 A 7:59,MIERCOLES,VICALVARO,CALLE DE BOYER NUM 32,2018/8370,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 45 A 49 
2018-08-01,AGOSTO,DE 18:00 A 18:59,MIERCOLES,CENTRO,CALLE DE BAILEN - PLAZA DE ARMERIA0,2018/8528,1,COLISION DOBLE                          ,CONDUCTOR,MUJER,HL                                      ,DE 35 A 39 
2018-08-01,AGOSTO,DE 19:00 A 19:59,MIERCOLES,CARABANCHEL,AVENIDA DE LA PESETA - CALLE DEL PINAR DE SAN JOSE  0,2018/8398,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 25 A 29 
2018-08-02,AGOSTO,DE 18:00 A 18:59,JUEVES,SAN BLAS,AVENIDA DE LUIS ARAGONÉS - CALLE DE SAN HILARIO  0,2018/8431,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 45 A 49 
2018-08-02,AGOSTO,DE 19:00 A 19:59,JUEVES,HORTALEZA,AUTOVIA  M-40 - CALLE DEL ACONCAGUA  0,2018/8426,1,COLISION MÚLTIPLE                       ,CONDUCTOR,HOMBRE,HL                                      ,DE 35 A 39 
2018-08-03,AGOSTO,DE 2:00 A 2:59,VIERNES,TETUAN,CALLE DE SOR ANGELA DE LA CRUZ - PLAZA DE CUZCO  0,2018/9312,1,COLISION DOBLE                          ,CONDUCTOR,MUJER,HL                                      ,DE 25 A 29 
2018-08-03,AGOSTO,DE 10:00 A 10:59,VIERNES,USERA,AVENIDA DE CORDOBA NUM2,2018/8566,1,CHOQUE CON OBJETO FIJO                  ,CONDUCTOR,HOMBRE,HL                                      ,DE 70 A 74 
2018-08-03,AGOSTO,DE 11:00 A 11:59,VIERNES,FUENCARRAL-EL PARDO,CALLE DE PUENTE LA REINA - CALLE DEL CASTILLO DE CANDANCHU0,2018/8500,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 70 A 74 
2018-08-03,AGOSTO,DE 12:00 A 12:59,VIERNES,CARABANCHEL,AVENIDA DE OPORTO NUM 4,2018/8608,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 35 A 39 
2018-08-03,AGOSTO,DE 21:00 A 21:59,VIERNES,ARGANZUELA,GLORIETA DE SANTA MARIA DE LA CABEZA NUM10,2018/8532,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 55 A 59 
2018-08-03,AGOSTO,DE 21:00 A 21:59,VIERNES,LATINA,AVENIDA DE LOS CAPRICHOS - CALLE DE SEPULVEDA 0,2018/8477,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,IL                                      ,DE 15 A 17 
2018-08-03,AGOSTO,DE 21:00 A 21:59,VIERNES,LATINA,AVENIDA DE LOS CAPRICHOS - CALLE DE SEPULVEDA 0,2018/8477,1,CAIDA BICICLETA                         ,VIAJERO,MUJER,HL                                      ,DE 15 A 17 
2018-08-04,AGOSTO,DE 10:00 A 10:59,SABADO,FUENCARRAL-EL PARDO,CARRIL  ANILLO VERDE CICLISTA KM. 53200,2018/8502,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 40 A 44 
2018-08-04,AGOSTO,DE 10:00 A 10:59,SABADO,LATINA,CALLE DE LOS YEBENES NUM 0,2018/8596,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 55 A 59 
2018-08-05,AGOSTO,DE 9:00 A 9:59,DOMINGO,VICALVARO,CALLE DEL TREN DE ARGANDA NUM  12,2018/8595,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 45 A 49 
2018-08-05,AGOSTO,DE 11:00 A 11:59,DOMINGO,ARGANZUELA,CALLE DE MELILLA NUM  6,2018/8514,1,CAIDA BICICLETA                         ,CONDUCTOR,MUJER,HL                                      ,DE 45 A 49 
2018-08-05,AGOSTO,DE 12:00 A 12:59,DOMINGO,RETIRO,CALLE DEL ALCALDE SAINZ DE BARANDA - CALLE DEL DOCTOR ESQUERDO  0,2018/8509,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 40 A 44 
2018-08-06,AGOSTO,DE 18:00 A 18:59,LUNES,CENTRO,CALLE DE ATOCHA NUM117,2018/8622,1,CAIDA BICICLETA                         ,CONDUCTOR,MUJER,HL                                      ,DE 40 A 44 
2018-08-07,AGOSTO,DE 1:00 A 1:59,MARTES,CENTRO,PLAZA DEL CALLAO NUM  1,2018/8555,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 18 A 20 
2018-08-07,AGOSTO,DE 12:00 A 12:59,MARTES,TETUAN,CALLE DEL MIOSOTIS NUM80,2018/8906,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 65 A 69 
2018-08-07,AGOSTO,DE 19:00 A 19:59,MARTES,VILLAVERDE,CALLE  VIEJA DE PINTO - CALLE DE PALOMARES 0,2018/8719,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 30 A 34 
2018-08-08,AGOSTO,DE 00:00 A 00:59,MIERCOLES,SAN BLAS,CALLE DE SUECIA NUM35,2018/8589,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 15 A 17 
2018-08-08,AGOSTO,DE 1:00 A 1:59,MIERCOLES,RETIRO,PASEO DEL PRADO NUM11,2018/8601,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 35 A 39 
2018-08-08,AGOSTO,DE 12:00 A 12:59,MIERCOLES,CENTRO,CALLE DE LOS ESTUDIOS NUM7,2018/8645,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 30 A 34 
2018-08-08,AGOSTO,DE 21:00 A 21:59,MIERCOLES,CENTRO,CALLE DE CEDACEROS - CARRERA DE SAN JERONIMO  0,2018/8672,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 50 A 54 
2018-08-09,AGOSTO,DE 2:00 A 2:59,JUEVES,MONCLOA-ARAVACA,CALLE DE FRANCISCO Y JACINTO ALCANTARA - PASEO DEL REY 0,2018/8946,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 40 A 44 
2018-08-09,AGOSTO,DE 13:00 A 13:59,JUEVES,SALAMANCA,CALLE DE ALCALA NUM237,2018/8823,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 55 A 59 
2018-08-09,AGOSTO,DE 21:00 A 21:59,JUEVES,TETUAN,AVENIDA DE ASTURIAS NUM  71,2018/8907,1,CAIDA BICICLETA                         ,CONDUCTOR,MUJER,HL                                      ,DE 15 A 17 
2018-08-10,AGOSTO,DE 16:00 A 16:59,VIERNES,CARABANCHEL,CALLE DEL VALLE DE ORO NUM  27,2018/8713,1,ATROPELLO                               ,CONDUCTOR,HOMBRE,IL                                      ,DE 18 A 20 
2018-08-11,AGOSTO,DE 00:00 A 00:59,SABADO,ARGANZUELA,PLAZA DEL EMPERADOR CARLOS V NUM  3,2018/8727,1,COLISION DOBLE                          ,CONDUCTOR,MUJER,HG                                      ,DE 30 A 34 
2018-08-13,AGOSTO,DE 6:00 A 6:59,LUNES,CARABANCHEL,CALLE DE SAN PATRICIO - CALLE DEL GENERAL RICARDOS  0,2018/8857,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 45 A 49 
2018-08-13,AGOSTO,DE 8:00 A 8:59,LUNES,PUENTE DE VALLECAS,CALLE DE EMBAJADORES NUM 320,2018/8818,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 18 A 20 
2018-08-13,AGOSTO,DE 19:00 A 19:59,LUNES,CIUDAD LINEAL,CALLE DE ARTURO SORIA NUM277,2018/8855,1,COLISION DOBLE                          ,CONDUCTOR,MUJER,HL                                      ,DE 25 A 29 
2018-08-18,AGOSTO,DE 4:00 A 4:59,SABADO,CENTRO,PASEO DEL PRADO - PLAZA DE CANOVAS DEL CASTILLO  0,2018/9036,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 30 A 34 
2018-08-18,AGOSTO,DE 17:00 A 17:59,SABADO,RETIRO,PARQUE DEL RETIRO  0,2018/8936,1,ATROPELLO                               ,CONDUCTOR,NO ASIGNADO,NO ASIGNADA,DESCONOCIDA
2018-08-19,AGOSTO,DE 13:00 A 13:59,DOMINGO,FUENCARRAL-EL PARDO,CARRETERA DE COLMENAR NUM16,2018/8953,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 50 A 54 
2018-08-20,AGOSTO,DE 20:00 A 20:59,LUNES,CHAMARTIN,PASEO DE LA HABANA NUM103,2018/9021,1,CAIDA BICICLETA                         ,CONDUCTOR,MUJER,HL                                      ,DE 30 A 34 
2018-08-20,AGOSTO,DE 22:00 A 22:59,LUNES,PUENTE DE VALLECAS,AVENIDA DE ENTREVIAS - CALLE DEL PADRE LL 0,2018/9523,1,CAIDA BICICLETA                         ,CONDUCTOR,MUJER,HL                                      ,DE 35 A 39 
2018-08-21,AGOSTO,DE 20:00 A 20:59,MARTES,PUENTE DE VALLECAS,CALLE DE EMBAJADORES NUM 472,2018/9145,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 40 A 44 
2018-08-21,AGOSTO,DE 21:00 A 21:59,MARTES,CARABANCHEL,AVENIDA DE LA PRINCESA JUANA DE AUSTRIA - AVENIDA DE LOS POBLADOS  0,2018/9052,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 40 A 44 
2018-08-21,AGOSTO,DE 21:00 A 21:59,MARTES,SAN BLAS,CALLE DE LA ILIADA - CALLE DE PITAGORAS 0,2018/9053,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 45 A 49 
2018-08-23,AGOSTO,DE 8:00 A 8:59,JUEVES,FUENCARRAL-EL PARDO,CALLE DE FRANCISCO TARREGA - CALLE DE ISABEL COLBRAND  0,2018/9107,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 25 A 29 
2018-08-23,AGOSTO,DE 14:00 A 14:59,JUEVES,SALAMANCA,CALLE DE SERRANO NUM  106,2018/9113,2,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 30 A 34 
2018-08-23,AGOSTO,DE 19:00 A 19:59,JUEVES,CENTRO,CALLE  MAYOR NUM1,2018/9120,1,ATROPELLO                               ,CONDUCTOR,HOMBRE,IL                                      ,DE 25 A 29 
2018-08-24,AGOSTO,DE 11:00 A 11:59,VIERNES,CENTRO,CALLE  MAYOR NUM2,2018/9183,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 21 A 24 
2018-08-25,AGOSTO,DE 9:00 A 9:59,SABADO,CIUDAD LINEAL,CALLE DE ARTURO SORIA NUM324,2018/9177,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 60 A 64 
2018-08-25,AGOSTO,DE 13:00 A 13:59,SABADO,VILLAVERDE,CARRETERA DE VILLAVERDE A VALLECAS NUM  3,2018/9160,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE MAS DE 74  
2018-08-25,AGOSTO,DE 18:00 A 18:59,SABADO,MONCLOA-ARAVACA,CALLE DE LA PRINCESA NUM 17,2018/9147,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HG                                      ,DE 40 A 44 
2018-08-26,AGOSTO,DE 13:00 A 13:59,DOMINGO,VILLAVERDE,CALLE  GRAN VIA DE VILLAVERDE NUM 0,2018/9176,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 55 A 59 
2018-08-26,AGOSTO,DE 22:00 A 22:59,DOMINGO,ARGANZUELA,PASEO DE SANTA MARIA DE LA CABEZA NUM23,2018/9175,1,CAIDA BICICLETA                         ,CONDUCTOR,MUJER,HL                                      ,DE 30 A 34 
2018-08-27,AGOSTO,DE 13:00 A 13:59,LUNES,CENTRO,CALLE DE ATOCHA NUM42,2018/9217,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 25 A 29 
2018-08-27,AGOSTO,DE 21:00 A 21:59,LUNES,CHAMBERI,CALLE DE LUCHANA NUM  13,2018/9247,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 25 A 29 
2018-08-28,AGOSTO,DE 00:00 A 00:59,MARTES,CHAMBERI,CALLE DE FERNANDEZ DE LA HOZ - CALLE DE JOSE ABASCAL0,2018/9212,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 25 A 29 
2018-08-28,AGOSTO,DE 13:00 A 13:59,MARTES,MONCLOA-ARAVACA,PASEO DE LOS CAST 0,2018/9340,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 30 A 34 
2018-08-28,AGOSTO,DE 15:00 A 15:59,MARTES,HORTALEZA,CALLE DE MONTEARAGON NUM 7,2018/9259,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 40 A 44 
2018-08-28,AGOSTO,DE 21:00 A 21:59,MARTES,HORTALEZA,AVENIDA DE SECUNDINO ZUAZO - CALLE DE CESAR CORT BOTI  0,2018/9265,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 55 A 59 
2018-08-29,AGOSTO,DE 21:00 A 21:59,MIERCOLES,RETIRO,AVENIDA DE LA CIUDAD DE BARCELONA NUM154,2018/9309,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 21 A 24 
2018-08-30,AGOSTO,DE 14:00 A 14:59,JUEVES,ARGANZUELA,CALLE DE LAS CANARIAS - PLAZA DE LUCA DE TENA 0,2018/9352,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 45 A 49 
2018-08-30,AGOSTO,DE 18:00 A 18:59,JUEVES,SAN BLAS,AVENIDA DE GUADALAJARA - CALLE DE BULGARIA 0,2018/9358,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 15 A 17 
2018-08-31,AGOSTO,DE 16:00 A 16:59,VIERNES,CHAMBERI,PASEO DE LA CASTELLANA NUM  55,2018/9388,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 30 A 34 
2018-08-31,AGOSTO,DE 20:00 A 20:59,VIERNES,SALAMANCA,CALLE DE DIEGO DE LEON - CALLE DE VELAZQUEZ0,2018/9385,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 18 A 20 
2018-09-01,SEPTIEMBRE,DE 9:00 A 9:59,SABADO,CENTRO,PLAZA DE LA VILLA NUM 3,2018/9614,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 25 A 29 
2018-09-01,SEPTIEMBRE,DE 14:00 A 14:59,SABADO,CENTRO,CALLE  GRAN VIA NUM78,2018/9620,1,CAIDA BICICLETA                         ,CONDUCTOR,MUJER,HL                                      ,DE 50 A 54 
2018-09-01,SEPTIEMBRE,DE 18:00 A 18:59,SABADO,CENTRO,CALLE DE ALCALA NUM40,2018/9639,2,ATROPELLO                               ,CONDUCTOR,HOMBRE,HL                                      ,DE 25 A 29 
2018-09-02,SEPTIEMBRE,DE 19:00 A 19:59,DOMINGO,FUENCARRAL-EL PARDO,AVENIDA DEL CARDENAL HERRERA ORIA - CALLE DE NUESTRA SEORA DE VALVERDE  0,2018/9456,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 30 A 34 
2018-09-04,SEPTIEMBRE,DE 10:00 A 10:59,MARTES,SAN BLAS,AVENIDA DE NIZA - PLAZA DE GRECIA 0,2018/9526,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 30 A 34 
2018-09-04,SEPTIEMBRE,DE 11:00 A 11:59,MARTES,FUENCARRAL-EL PARDO,AVENIDA DE MONFORTE DE LEMOS - PASEO DE LA CASTELLANA  0,2018/9529,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE MAS DE 74  
2018-09-04,SEPTIEMBRE,DE 13:00 A 13:59,MARTES,TETUAN,CALLE DE PALENCIA NUM 3,2018/9678,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 65 A 69 
2018-09-05,SEPTIEMBRE,DE 17:00 A 17:59,MIERCOLES,VILLAVERDE,AVENIDA DE LOS ROSALES NUM  200,2018/9628,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 30 A 34 
2018-09-05,SEPTIEMBRE,DE 18:00 A 18:59,MIERCOLES,PUENTE DE VALLECAS,AVENIDA DE LA ALBUFERA - CALLE DE BUSTOS0,2018/9640,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 18 A 20 
2018-09-05,SEPTIEMBRE,DE 19:00 A 19:59,MIERCOLES,ARGANZUELA,CALLE DE CACERES - CALLE DE LA BATALLA DEL SALADO0,2018/9625,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 35 A 39 
2018-09-05,SEPTIEMBRE,DE 21:00 A 21:59,MIERCOLES,MONCLOA-ARAVACA,PASEO  AZUL NUM 2,2018/9632,2,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 45 A 49 
2018-09-05,SEPTIEMBRE,DE 21:00 A 21:59,MIERCOLES,MONCLOA-ARAVACA,PASEO  AZUL NUM 2,2018/9632,2,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 40 A 44 
2018-09-06,SEPTIEMBRE,DE 3:00 A 3:59,JUEVES,CARABANCHEL,AVENIDA DE LA PESETA NUM 50,2018/9581,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 21 A 24 
2018-09-06,SEPTIEMBRE,DE 21:00 A 21:59,JUEVES,PUENTE DE VALLECAS,AVENIDA DE LA DEMOCRACIA NUM1,2018/9693,1,CAIDA BICICLETA                         ,CONDUCTOR,MUJER,HL                                      ,DE 25 A 29 
2018-09-07,SEPTIEMBRE,DE 9:00 A 9:59,VIERNES,CARABANCHEL,PARQUE DE MADRID RIO (RIBERA OESTE) KM. 5600,2018/9749,2,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 10 A 14 
2018-09-07,SEPTIEMBRE,DE 9:00 A 9:59,VIERNES,CARABANCHEL,PARQUE DE MADRID RIO (RIBERA OESTE) KM. 5600,2018/9749,2,CAIDA BICICLETA                         ,CONDUCTOR,NO ASIGNADO,IL                                      ,DE 10 A 14 
2018-09-07,SEPTIEMBRE,DE 9:00 A 9:59,VIERNES,CARABANCHEL,PARQUE DE MADRID RIO (RIBERA OESTE) KM. 5600,2018/9749,2,CAIDA BICICLETA                         ,CONDUCTOR,NO ASIGNADO,NO ASIGNADA,DESCONOCIDA
2018-09-07,SEPTIEMBRE,DE 21:00 A 21:59,VIERNES,PUENTE DE VALLECAS,CALLE DE MENDEZ ALVARO NUM  88,2018/10220,2,COLISION DOBLE                          ,CONDUCTOR,MUJER,HL                                      ,DE 18 A 20 
2018-09-08,SEPTIEMBRE,DE 18:00 A 18:59,SABADO,RETIRO,CALLE DE CLAUDIO MOYANO NUM 2,2018/9740,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HG                                      ,DE 25 A 29 
2018-09-08,SEPTIEMBRE,DE 22:00 A 22:59,SABADO,CHAMBERI,CALLE DE ALBURQUERQUE - CALLE DEL CARDENAL CISNEROS 0,2018/9755,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 35 A 39 
2018-09-09,SEPTIEMBRE,DE 13:00 A 13:59,DOMINGO,PUENTE DE VALLECAS,CALLE DE EMBAJADORES NUM 472,2018/10228,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 30 A 34 
2018-09-10,SEPTIEMBRE,DE 9:00 A 9:59,LUNES,ARGANZUELA,PASEO DE SANTA MARIA DE LA CABEZA NUM76,2018/9836,2,ATROPELLO                               ,CONDUCTOR,HOMBRE,HL                                      ,DE 45 A 49 
2018-09-11,SEPTIEMBRE,DE 15:00 A 15:59,MARTES,CHAMARTIN,CALLE DE CARTAGENA - CALLE DE LOPEZ DE HOYOS  0,2018/9916,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 25 A 29 
