FECHA,MES,RANGO HORARIO,DIA SEMANA,DISTRITO,LUGAR DEL ACCIDENTE,NUM PARTE,NUM VICTIMAS,TIPO ACCIDENTE,TIPO PERSONA,SEXO,LESIVIDAD,Tramo Edad
2018-04-07,ABRIL,DE 7:00 A 7:59,SABADO,CENTRO,CALLE DE SERRANO JOVER NUM  4,2018/3592,1,CHOQUE CON OBJETO FIJO                  ,CONDUCTOR,HOMBRE,HG                                      ,DE 21 A 24 
2018-04-07,ABRIL,DE 19:00 A 19:59,SABADO,SALAMANCA,CALLE DE VELAZQUEZ NUM18,2018/3676,1,CAIDA BICICLETA                         ,CONDUCTOR,MUJER,HL                                      ,DE 30 A 34 
2018-04-08,ABRIL,DE 13:00 A 13:59,DOMINGO,CARABANCHEL,CALLE DE ANTONIO DE LEYVA NUM  18,2018/3668,2,ATROPELLO                               ,CONDUCTOR,HOMBRE,IL                                      ,DE 40 A 44 
2018-04-08,ABRIL,DE 15:00 A 15:59,DOMINGO,CENTRO,PASEO DEL PRADO NUM42,2018/3777,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 18 A 20 
2018-04-08,ABRIL,DE 21:00 A 21:59,DOMINGO,CENTRO,CALLE DE BAILEN - CALLE DE CALATRAVA  ,2018/3952,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 30 A 34 
2018-04-12,ABRIL,DE 16:00 A 16:59,JUEVES,CENTRO,CALLE DE LA MAGDALENA NUM28,2018/4118,1,CAIDA BICICLETA                         ,CONDUCTOR,MUJER,HL                                      ,DE 21 A 24 
2018-04-12,ABRIL,DE 17:00 A 17:59,JUEVES,MORATALAZ,AVENIDA DE MORATALAZ NUM 59,2018/3910,2,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 15 A 17 
2018-04-12,ABRIL,DE 17:00 A 17:59,JUEVES,MORATALAZ,AVENIDA DE MORATALAZ NUM 59,2018/3910,2,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 10 A 14 
2018-04-12,ABRIL,DE 18:00 A 18:59,JUEVES,TETUAN,AVENIDA DEL GENERAL PERON - CALLE DEL CAPITAN HAYA  0,2018/3987,1,ATROPELLO                               ,CONDUCTOR,HOMBRE,IL                                      ,DE 18 A 20 
2018-04-13,ABRIL,DE 13:00 A 13:59,VIERNES,RETIRO,CALLE DEL DOCTOR ESQUERDO - PLAZA DEL CONDE DE CASAL0,2018/3905,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 60 A 64 
2018-04-14,ABRIL,DE 14:00 A 14:59,SABADO,PUENTE DE VALLECAS,AVENIDA DE MIGUEL HERNANDEZ NUM48,2018/4223,1,CHOQUE CON OBJETO FIJO                  ,CONDUCTOR,HOMBRE,HL                                      ,DE 55 A 59 
2018-04-14,ABRIL,DE 18:00 A 18:59,SABADO,CHAMBERI,CALLE DE GUZMAN EL BUENO NUM30,2018/3912,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HG                                      ,DE 40 A 44 
2018-04-14,ABRIL,DE 19:00 A 19:59,SABADO,CENTRO,CALLE DEL CONDE DUQUE NUM13,2018/4108,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 40 A 44 
2018-04-16,ABRIL,DE 14:00 A 14:59,LUNES,FUENCARRAL-EL PARDO,RONDA DEL CABALLERO DE LA MANCHA NUM 182,2018/3998,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 15 A 17 
2018-04-17,ABRIL,DE 17:00 A 17:59,MARTES,LATINA,CALLE DE LOGROSAN - CALLE DE MIRABEL 0,2018/4023,1,COLISION DOBLE                          ,CONDUCTOR,MUJER,HL                                      ,DE 55 A 59 
2018-04-17,ABRIL,DE 20:00 A 20:59,MARTES,HORTALEZA,AVENIDA DEL CONSEJO DE EUROPA - GLORIETA DE S.A.R. DON JUAN DE BORBON Y BATTEMBERG0,2018/4038,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 45 A 49 
2018-04-18,ABRIL,DE 8:00 A 8:59,MIERCOLES,CENTRO,PASEO DEL PRADO NUM16,2018/4041,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 30 A 34 
2018-04-18,ABRIL,DE 16:00 A 16:59,MIERCOLES,CENTRO,CALLE  IMPERIAL NUM5,2018/4068,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HG                                      ,DE 35 A 39 
2018-04-18,ABRIL,DE 17:00 A 17:59,MIERCOLES,FUENCARRAL-EL PARDO,AVENIDA DEL SANTUARIO DE VALVERDE NUM68,2018/4077,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 40 A 44 
2018-04-18,ABRIL,DE 18:00 A 18:59,MIERCOLES,SALAMANCA,CALLE DE SERRANO NUM  17,2018/4064,1,CAIDA BICICLETA                         ,CONDUCTOR,MUJER,HL                                      ,DE 30 A 34 
2018-04-19,ABRIL,DE 10:00 A 10:59,JUEVES,HORTALEZA,AVENIDA DE FRANCISCO PI Y MARGALL - AVENIDA DE NICETO ALCALA ZAMORA ,2018/4102,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 55 A 59 
2018-04-19,ABRIL,DE 16:00 A 16:59,JUEVES,MONCLOA-ARAVACA,PASEO DEL PIONERO - PLAZA DE LAS MORERAS  0,2018/4113,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 45 A 49 
2018-04-19,ABRIL,DE 18:00 A 18:59,JUEVES,LATINA,CALLE DEL GENERAL ROMERO BASART NUM  88,2018/4152,1,CAIDA BICICLETA                         ,CONDUCTOR,MUJER,HL                                      ,DE 45 A 49 
2018-04-19,ABRIL,DE 22:00 A 22:59,JUEVES,CENTRO,CALLE DE SAN BERNARDO NUM72,2018/4465,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 30 A 34 
2018-04-20,ABRIL,DE 15:00 A 15:59,VIERNES,LATINA,AVENIDA DE PORTUGAL - CALLE DE SAAVEDRA FAJARDO  0,2018/4150,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 40 A 44 
2018-04-20,ABRIL,DE 16:00 A 16:59,VIERNES,RETIRO,PARQUE DEL RETIRO  0,2018/4138,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HG                                      ,DE 30 A 34 
2018-04-21,ABRIL,DE 7:00 A 7:59,SABADO,ARGANZUELA,PARQUE DE MADRID RIO (RIBERA ESTE) KM.  6500,2018/4165,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HL                                      ,DE 55 A 59 
2018-04-21,ABRIL,DE 23:00 A 23:59,SABADO,PUENTE DE VALLECAS,AVENIDA DE SAN DIEGO - CALLE DEL CONVENIO  0,2018/4354,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 45 A 49 
2018-04-22,ABRIL,DE 00:00 A 00:59,DOMINGO,CENTRO,CALLE DE SOMBRERETE - CALLE DEL MESON DE PAREDES 0,2018/4156,1,CAIDA BICICLETA                         ,CONDUCTOR,HOMBRE,HG                                      ,DE 25 A 29 
2018-04-22,ABRIL,DE 11:00 A 11:59,DOMINGO,CHAMARTIN,AVENIDA DE PIO XII - CALLE DE LOS CAIDOS DE LA DIVISION AZUL 0,2018/4193,1,COLISION DOBLE                          ,CONDUCTOR,HOMBRE,HL                                      ,DE 40 A 44 
